2024-10-02 10:39:41,日用百货,高新区鑫亿嘉优选便利超市,/,亿嘉优选仓储超市,不计收支,86.04,亲情卡(老婆(刘丞)),交易成功,2024100223001472631438463123	,95126600004823000003242410023838129201646	,,
2024-10-02 10:36:18,餐饮美食,口碑,gdc***@service.aliyun.com,【爆款】库迪咖啡全场饮品任选券,支出,13.80,工商银行储蓄卡(1845),交易成功,2024100222001172631437980946	,13100600724100272339003389135	,,
2024-10-01 16:08:56,餐饮美食,阿伦**站,miz***@aliyun.com,德国Huebner郝柏娜铁元素Eisen补铁气血孕妇儿童红铁剂硅素增发饮,支出,720.00,工商银行储蓄卡(1845),交易成功,2024100122001172631437198639	,T200P2310773415346652554	,,
2024-10-01 14:02:29,退款,HongKong Walnut Street Limited,/,退款-商户单号XP1724093009200567567033007675,不计收支,121.50,工商银行储蓄卡(1845),退款成功,2024093022001372631416357557*RM0024100114201866761815007675	,RM0024100114201866761815007675	,,
2024-10-01 14:02:05,日用百货,拼多多国际,pdd***@pinduoduo.com,商户单号XP1124100114201752962768001051,不计收支,123.00,支付宝小荷包(梁栋的小荷包),交易成功,2024100122001372631431585219	,XP1124100114201752962768001051	,,
2024-10-01 10:07:53,转账红包,支付宝小荷包(梁栋的小荷包),/,支付宝小荷包-自动攒,支出,1500.00,工商银行储蓄卡(1845),交易成功,20241001020070011530630015711001	,2024061100424002040004001295607620241001090000	,,
2024-09-30 09:54:15,日用百货,拼多多国际,pdd***@pinduoduo.com,商户单号XP1724093009200567567033007675,支出,121.50,工商银行储蓄卡(1845),交易成功,2024093022001372631416357557	,XP1724093009200567567033007675	,,
2024-09-29 16:31:01,日用百货,罗森（软件园腾飞二期店）,mar***@dllawson.com,LAWSON支付宝软件园腾飞二期店消费,支出,12.85,工商银行储蓄卡(1845)&红包,交易成功,2024092923001472631408464291	,587103144888	,,
2024-09-29 07:04:21,餐饮美食,口碑,gdc***@service.aliyun.com,【爆款】库迪咖啡全场饮品任选券,不计收支,13.80,亲情卡(老婆(刘丞)),交易成功,2024092922001172631409214145	,13070600724092939270000389135	,,
2024-09-28 13:51:01,餐饮美食,美团,zxp***@meituan.com,美团订单-24092811100400001307494522838886,支出,38.00,工商银行储蓄卡(1845),交易成功,2024092822001472631405040656	,20240928135054U55992789239286768	,,
2024-09-28 11:01:46,餐饮美食,美团,zxp***@meituan.com,美团订单-24092811100400001307448525549886,支出,146.00,工商银行储蓄卡(1845),交易成功,2024092822001472631400889297	,20240928110139U30108027004009313	,,
2024-09-28 10:43:27,餐饮美食,美团,zxp***@meituan.com,美团订单-24092811100400001307443148652886,支出,113.00,工商银行储蓄卡(1845),交易成功,2024092822001472631401454458	,20240928104312U83634172765823630	,,
2024-09-27 16:37:55,日用百货,罗森（软件园腾飞二期店）,mar***@dllawson.com,LAWSON支付宝软件园腾飞二期店消费,支出,12.91,工商银行储蓄卡(1845)&红包,交易成功,2024092723001472631452531063	,586471862888	,,
2024-09-27 07:10:06,餐饮美食,大连腾飞软件园餐厅,yhm***@acasia.com.cn,百乐汇厨房-扫码付-YY0015001501-240927-00200708(001),不计收支,11.44,亲情卡(老婆(刘丞))&红包,交易成功,2024092723001472631442767672	,08980605202711002581314450890770	,,
2024-09-27 07:01:57,日用百货,拼多多平台商户,pdd***@yiran.com,商户单号XP2024092707200376444641005513,支出,217.99,工商银行储蓄卡(1845),交易成功,2024092722001472631451242857	,XP2024092707200376444641005513	,,
2024-09-26 11:26:04,日用百货,拼多多国际,pdd***@pinduoduo.com,商户单号XP1424092611201466946920007152,不计收支,175.00,支付宝小荷包(梁栋的小荷包),交易成功,2024092622001372631442125779	,XP1424092611201466946920007152	,,
2024-09-22 10:39:55,爱车养车,中国石化销售股份有限公司辽宁石油分公司,don***@sinopec.com,石化钱包充值:A57HLARz3mnveZVvdmmJwf,支出,50.00,工商银行储蓄卡(1845),交易成功,2024092222001472631401050758	,02G01287362741501292544	,,
2024-09-20 07:04:00,餐饮美食,口碑,gdc***@service.aliyun.com,【爆款】库迪咖啡全场饮品任选券,支出,15.00,工商银行储蓄卡(1845),交易成功,2024092022001172631447513182	,13070600724092016951002389135	,,
2024-09-16 13:18:17,其他,明山区文文信息咨询中心,/,明山区文文信息咨询中心-消费,不计收支,25.93,亲情卡(老婆(刘丞))&红包,交易成功,2024091622001472631412923510	,11P2088721085226061W03_0920240916007025902977	,,
2024-09-16 12:04:57,生活服务,美团,it_***@meituan.com,美团订单-24091611100400001305473028523886,不计收支,15.80,亲情卡(老婆(刘丞)),交易成功,2024091622001472631412777326	,20240916120450U02558055588797952	,,
2024-09-16 11:57:19,餐饮美食,美团,zxp***@meituan.com,美团订单-24091611100400001305466900587886,支出,98.00,工商银行储蓄卡(1845),交易成功,2024091622001472631414585713	,20240916115708U83162335519769946	,,
2024-09-15 20:16:33,退款,百度平台商家,bds***@baidu.com,退款-百度地图门票,不计收支,146.00,工商银行储蓄卡(1845),退款成功,2024091522001472631408159235_2409152148689766	,2409152148670770	,,
2024-09-15 20:16:28,交通出行,高德地图,gao***@service.aliyun.com,高德地图景区门票订单,支出,150.00,工商银行储蓄卡(1845),交易成功,2024091522001472631407041162	,ZF8304561000000078701918	,,
2024-09-15 20:11:21,酒店旅游,百度平台商家,bds***@baidu.com,百度地图门票,支出,146.00,工商银行储蓄卡(1845),交易关闭,2024091522001472631408159235	,2409152148670770	,,
2024-09-15 20:10:05,退款,高德地图,gao***@service.aliyun.com,退款-高德地图景区门票订单,不计收支,110.00,工商银行储蓄卡(1845),退款成功,2024091522001472631406171971_038304561000000893339360	,ZF8304561000000078704628	,,
2024-09-15 20:01:28,交通出行,高德地图,gao***@service.aliyun.com,高德地图景区门票订单,支出,110.00,工商银行储蓄卡(1845),交易关闭,2024091522001472631406171971	,ZF8304561000000078704628	,,
2024-09-15 20:00:06,退款,高德地图,gao***@service.aliyun.com,退款-高德地图景区门票订单,不计收支,110.00,工商银行储蓄卡(1845),退款成功,2024091522001472631406416871_038304561000000893306956	,ZF8304561000000078719178	,,
2024-09-15 19:51:55,交通出行,高德地图,gao***@service.aliyun.com,高德地图景区门票订单,支出,110.00,工商银行储蓄卡(1845),交易关闭,2024091522001472631406416871	,ZF8304561000000078719178	,,
2024-09-15 17:20:19,餐饮美食,美团,zxp***@meituan.com,美团订单-24091511100400001305349706698886,支出,87.00,工商银行储蓄卡(1845),交易成功,2024091522001472631407675980	,20240915172004U71953607845439358	,,
2024-09-15 06:11:14,餐饮美食,tb**5,159******79,KFC肯德基早餐券优惠券全国通用鸡肉帕尼尼皮蛋瘦肉粥雪菜粥代下,支出,15.00,工商银行储蓄卡(1845),交易成功,2024091522001172631400973931	,T200P2293140612294652554	,,
2024-09-15 05:52:12,餐饮美食,tb**5,159******79,KFC肯德基早餐券优惠券全国通用鸡肉帕尼尼皮蛋瘦肉粥雪菜粥代下,不计收支,13.30,亲情卡(老婆(刘丞)),交易成功,2024091522001172631459055453	,T200P2293241955618652554	,,
2024-09-13 18:49:26,日用百货,望月圆超市,/,望月圆生活超市-2024091318494611083092151518,支出,11.09,工商银行储蓄卡(1845)&红包,交易成功,2024091322001472631449980198	,2512660000489000001000923731524257	,,
2024-09-13 15:40:02,保险,中国大地财产保险股份有限公司,/,保险承保-宠物医保[202409131100300001990688702817],支出,21.58,工商银行储蓄卡(1845),交易成功,20240913102553010672630068284370	,24091337160374010199	,,
2024-09-10 11:59:57,餐饮美食,鹏成餐饮管理,/,头份便当,支出,19.92,工商银行储蓄卡(1845)&红包,交易成功,2024091022001472631414854735	,011266000048290000J2024091011595702489225860856N	,,
2024-09-08 17:15:13,爱车养车,3t**店,san***@163.com,3T汽车玻璃水去油膜四季通用雨刮水雨刷强力去污防冻车用去虫胶,支出,4.01,工商银行储蓄卡(1845),交易成功,2024090822001172631406767789	,T200P2285960307875652554	,,
2024-09-08 17:13:49,爱车养车,义乌**司,c2m***@service.aliyun.com,2L玻璃水汽车去油膜除虫胶夏季防雨四季通用雨刮水冬季防冻零下40,支出,1.09,工商银行储蓄卡(1845),交易成功,2024090822001172631401695943	,T200P2285956851807652554	,,
2024-09-08 13:18:05,餐饮美食,大连市蚂蚁生鲜,/,蚂蚁生鲜面食店内购物,支出,2.91,工商银行储蓄卡(1845)&红包,交易成功,2024090822001472631459356301	,20P2088521461085192W03_2024090840000009719791640200708	,,
2024-09-08 13:16:36,餐饮美食,大连市蚂蚁生鲜,/,蚂蚁生鲜面食店内购物,支出,3.07,工商银行储蓄卡(1845)&红包,交易成功,2024090822001472631459302427	,11P2088521461085192W03_2024090810000003969469930110106	,,
2024-09-08 13:15:26,餐饮美食,大连市蚂蚁生鲜,/,蚂蚁生鲜豆制品店内购物,支出,6.58,工商银行储蓄卡(1845)&红包,交易成功,2024090822001472631459805692	,31P2088521461085192W03_2024090810000003969313580311401	,,
2024-09-08 13:13:48,餐饮美食,大连市蚂蚁生鲜,/,蚂蚁生鲜水果店内购物,不计收支,29.75,亲情卡(老婆(刘丞))&红包,交易成功,2024090822001472631459228337	,141266000048200000YLZFB24090844555361	,,
2024-09-08 13:11:55,餐饮美食,大连市蚂蚁生鲜,/,蚂蚁生鲜水果店内购物,不计收支,43.72,亲情卡(老婆(刘丞))&红包,交易成功,2024090822001472631459593559	,081266000048180000128117257723148810821964838461	,,
2024-09-08 13:09:23,餐饮美食,大连市蚂蚁生鲜,/,蚂蚁生鲜水果店内购物,不计收支,12.25,亲情卡(老婆(刘丞))&红包,交易成功,2024090822001472631459907128	,891266000048180000128117257721634206883214838461	,,
2024-09-08 13:06:18,日用百货,大连市蚂蚁生鲜,/,蚂蚁生鲜蔬菜店内购物,不计收支,7.15,亲情卡(老婆(刘丞))&红包,交易成功,2024090822001472631459318732	,31P2088521461085192W03_2024090810000003967871430310302	,,
2024-09-08 13:05:05,日用百货,大连市蚂蚁生鲜,/,蚂蚁生鲜蔬菜店内购物,不计收支,3.26,亲情卡(老婆(刘丞))&红包,交易成功,2024090822001472631459157706	,31P2088521461085192W03_2024090810000003967685580310601	,,
2024-09-08 13:03:51,日用百货,大连市蚂蚁生鲜,/,蚂蚁生鲜蔬菜店内购物,不计收支,17.56,亲情卡(老婆(刘丞))&红包,交易成功,2024090822001472631459859004	,11P2088521461085192W03_2024090820000007840641230111007	,,
2024-09-04 17:12:58,文化休闲,App Store & Apple Music,tpa***@apple.com,App Store & Apple Music；09.04购买,支出,6.00,工商银行储蓄卡(1845),交易成功,2024090422001472631436169507	,MNTH2NYBY5a0	,,
2024-09-01 10:14:37,转账红包,支付宝小荷包(梁栋的小荷包),/,支付宝小荷包-自动攒,支出,1500.00,工商银行储蓄卡(1845),交易成功,20240901020070011530630039756806	,2024061100424002040004001295607620240901090000	,,
2024-08-23 07:28:23,餐饮美食,美团,zxp***@meituan.com,美团订单-24082311100300001301202644078549,不计收支,9.90,亲情卡(老婆(刘丞)),交易成功,2024082322001472631431880761	,20240823072751U32378999726591623	,,
2024-08-22 07:46:11,餐饮美食,美团,zxp***@meituan.com,美团订单-24082211100300001301010282559549,支出,7.90,工商银行储蓄卡(1845),交易成功,2024082222001472631424446977	,20240822074602U54012567880833273	,,
2024-08-21 07:40:39,餐饮美食,美团,zxp***@meituan.com,美团订单-24082111100300001300835129204549,支出,7.90,工商银行储蓄卡(1845),交易成功,2024082122001472631422635556	,20240821074025U16168012063312785	,,
2024-08-20 21:20:54,交通出行,百度平台商家,bds***@baidu.com,百度地图打车,不计收支,43.17,亲情卡(老婆(刘丞)),交易成功,2024082022001472631418953718	,2408202090431387	,,
2024-08-20 07:30:37,餐饮美食,美团,zxp***@meituan.com,美团订单-24082011100300001300657439363549,支出,7.90,工商银行储蓄卡(1845),交易成功,2024082022001472631414602229	,20240820073023U66865500038235967	,,
2024-08-19 07:21:07,餐饮美食,美团,zxp***@meituan.com,美团订单-24081911100300001300485531824549,支出,7.90,工商银行储蓄卡(1845),交易成功,2024081922001472631407845012	,20240819072056U19143986545996472	,,
2024-08-16 07:37:39,餐饮美食,美团,zxp***@meituan.com,美团订单-24081611100300001309931086943549,不计收支,7.90,亲情卡(老婆(刘丞)),交易成功,2024081622001472631455708223	,20240816073732U89354129041210693	,,
2024-08-15 07:38:53,餐饮美食,美团,zxp***@meituan.com,美团订单-24081511100300001309744848016549,不计收支,7.90,亲情卡(老婆(刘丞)),交易成功,2024081522001472631450057702	,20240815073846U68576739902747329	,,
2024-08-14 07:11:45,餐饮美食,美团,zxp***@meituan.com,美团订单-24081411100300001309567483322549,支出,7.90,工商银行储蓄卡(1845),交易成功,2024081422001472631444624926	,20240814071132U76377442877966811	,,
2024-08-13 07:31:06,餐饮美食,美团,zxp***@meituan.com,美团订单-24081311100300001309391276961549,支出,7.90,工商银行储蓄卡(1845),交易成功,2024081322001472631441174406	,20240813073058U01396780974539924	,,
2024-08-12 07:39:52,餐饮美食,大连腾飞软件园餐厅,yhm***@acasia.com.cn,百乐汇厨房-扫码付-YY0015001502-240812-00280739(001),支出,10.50,工商银行储蓄卡(1845),交易成功,2024081222001472631431593914	,08980605202710969256611845988438	,,
2024-08-10 08:08:04,餐饮美食,大连市蚂蚁生鲜,/,蚂蚁生鲜水果店内购物,不计收支,127.35,亲情卡(老婆(刘丞)),交易成功,2024081022001472631423391669	,291266000048200000YLZFB24081092663516	,,
2024-08-08 12:23:44,日用百货,便利森便利店,823***@qq.com,商品,支出,4.00,工商银行储蓄卡(1845),交易成功,2024080822001472631416268918	,HMDF4AS2203170158471723091021191800	,,
2024-08-08 12:03:54,餐饮美食,悦来家常菜,139******91,收钱码收款,支出,17.00,工商银行储蓄卡(1845),交易成功,2024080822001472631419760035	,17230898339612733972639	,,
2024-08-07 12:05:04,餐饮美食,鹏成餐饮管理,/,鱼跃鸡公煲,支出,17.00,工商银行储蓄卡(1845),交易成功,2024080722001472631413789271	,451266000048290000J2024080712050302283648417233N	,,
2024-08-07 07:37:48,餐饮美食,大连腾飞软件园餐厅,yhm***@acasia.com.cn,百乐汇厨房-扫码付-YY0015001502-240807-00820737(001),支出,6.00,工商银行储蓄卡(1845),交易成功,2024080722001472631408820034	,08980605202710965631697138182174	,,
2024-08-07 07:31:27,充值缴费,中国联通,z97***@service.aliyun.com,为17615017903话费充值,不计收支,199.50,亲情卡(老婆(刘丞))&红包,交易成功,2024080722001472631410125366	,2024080700003100006325064267	,,
2024-08-06 12:41:49,餐饮美食,德克士(机场餐厅),201***@qq.com,德克士 - 咸阳机场T2,支出,13.50,工商银行储蓄卡(1845),交易成功,2024080622001472631409408660	,3124080616909160540333	,,
2024-08-06 12:01:25,其他,百度平台商家,bds***@baidu.com,百度用车费用,支出,64.98,工商银行储蓄卡(1845),交易成功,2024080622001472631405125292	,2408062056384867	,,
2024-08-06 10:05:43,餐饮美食,优质肉丁胡辣汤,155******86,收钱码收款,支出,5.00,工商银行储蓄卡(1845),交易成功,2024080622001472631408495640	,17229099425612733972639	,,
2024-08-06 10:00:38,餐饮美食,马家油茶麻花(糖坊街店),189******96,收钱码收款,支出,10.00,工商银行储蓄卡(1845),交易成功,2024080622001472631408605243	,17229096375612733972639	,,
2024-08-06 09:33:00,日用百货,尚华便利店,187******79,收钱码收款,支出,3.00,工商银行储蓄卡(1845),交易成功,2024080622001472631408428410	,17229079798612733972639	,,
2024-08-06 09:31:22,餐饮美食,岐山面,680***@qq.com,收钱码收款,支出,15.00,工商银行储蓄卡(1845),交易成功,2024080622001472631408508344	,17229078818612733972639	,,
2024-08-05 21:40:54,交通出行,西安市轨道交通集团有限公司综合办公室,xia***@aliyun.com,西安地铁-乘车_2024-08-05 21:25-21:40,支出,2.00,工商银行储蓄卡(1845),交易成功,2024080522001472631406357173	,2024080521405066022517	,,
2024-08-05 18:13:08,日用百货,每一天,211***@qq.com,支付宝支付0817,支出,11.00,工商银行储蓄卡(1845),交易成功,2024080522001472631406670152	,ZFLS2024080518130800003	,,
2024-08-05 17:14:29,文化休闲,阳光瑜伽,180******03,收钱码收款,支出,80.00,工商银行储蓄卡(1845),交易成功,2024080522001472631403176206	,47228492695612733972639	,,
2024-08-05 08:17:30,餐饮美食,美团,zxp***@meituan.com,美团订单-24080511100300001307805104746549,支出,7.90,工商银行储蓄卡(1845),交易成功,2024080522001472631403131473	,20240805081723U27037802989293060	,,
2024-08-04 18:48:43,餐饮美食,美团,zxp***@meituan.com,美团订单-24080411100300001307739034338549,支出,7.90,工商银行储蓄卡(1845),交易成功,2024080422001472631458415204	,20240804184833U91760175064262870	,,
2024-08-04 15:42:56,交通出行,西安市轨道交通集团有限公司综合办公室,xia***@aliyun.com,西安地铁-乘车_2024-08-04 15:31-15:42,支出,2.00,工商银行储蓄卡(1845),交易成功,2024080422001472631457320839	,2024080415425337022513	,,
2024-08-04 14:48:51,餐饮美食,椒盐蘑菇,176******66,收钱码经营版收款,支出,12.00,工商银行储蓄卡(1845),交易成功,2024080422001472631457958815	,17227541305612733972639	,,
2024-08-04 14:40:31,餐饮美食,老安家安莉炒货,150******94,收钱码收款,支出,5.00,工商银行储蓄卡(1845),交易成功,2024080422001472631458150162	,47227536303612733972639	,,
2024-08-04 14:22:06,餐饮美食,老马家香酥牛肉饼,/,老马家香酥牛肉饼,不计收支,20.00,亲情卡(老婆(刘丞)),交易成功,2024080422001472631457832766	,6112660000482200007895009109756130	,,
2024-08-04 14:12:34,交通出行,西安市轨道交通集团有限公司综合办公室,xia***@aliyun.com,西安地铁-乘车_2024-08-04 12:57-14:12,支出,8.00,工商银行储蓄卡(1845),交易成功,2024080422001472631456569462	,2024080414122942012573	,,
2024-08-04 12:54:29,其他,百度平台商家,bds***@baidu.com,百度用车费用,支出,11.59,工商银行储蓄卡(1845),交易成功,2024080422001472631459114651	,2408042051781074	,,
2024-08-04 09:29:36,交通出行,西安市临潼区公共交通有限公司,/,临潼公交游613路,支出,10.00,工商银行储蓄卡(1845),交易成功,2024080422001472631456466843	,4512660000483100002121819908514198577152	,,
2024-08-04 09:26:16,交通出行,西安市轨道交通集团有限公司综合办公室,xia***@aliyun.com,西安地铁-乘车_2024-08-04 08:20-09:26,支出,7.00,工商银行储蓄卡(1845),交易成功,2024080422001472631458402664	,2024080409261013092B07	,,
2024-08-03 22:00:54,交通出行,西安市轨道交通集团有限公司综合办公室,xia***@aliyun.com,西安地铁-乘车_2024-08-03 21:25-22:00,支出,3.00,工商银行储蓄卡(1845),交易成功,2024080322001472631454691828	,2024080322005023022518	,,
2024-08-03 19:16:16,餐饮美食,美团,zxp***@meituan.com,美团订单-24080311100300001307559447086549,支出,240.00,工商银行储蓄卡(1845),交易成功,2024080322001472631454539586	,20240803191602U37036072305647315	,,
2024-08-03 18:23:18,交通出行,西安市轨道交通集团有限公司综合办公室,xia***@aliyun.com,西安地铁-乘车_2024-08-03 17:57-18:23,支出,3.00,工商银行储蓄卡(1845),交易成功,2024080322001472631455178557	,2024080318231276042569	,,
2024-08-03 18:15:05,退款,美团,zxp***@meituan.com,退款-美团订单-24080211100300001307247959992549,不计收支,240.00,工商银行储蓄卡(1845),退款成功,2024080222001472631448541097_20240803000000022000000006622314	,20240802072333U19869737739837977	,,
2024-08-03 15:46:40,交通出行,西安市轨道交通集团有限公司综合办公室,xia***@aliyun.com,西安地铁-乘车_2024-08-03 15:33-15:46,支出,2.00,工商银行储蓄卡(1845),交易成功,2024080322001472631454601434	,2024080315463656022929	,,
2024-08-03 14:17:09,交通出行,西安市轨道交通集团有限公司综合办公室,xia***@aliyun.com,西安地铁-乘车_2024-08-03 13:58-14:17,支出,3.00,工商银行储蓄卡(1845),交易成功,2024080322001472631452668772	,2024080314170534023105	,,
2024-08-02 17:50:15,转账红包,waybackhome(*斌),139******95,转账,支出,2300.00,工商银行储蓄卡(1845),交易成功,20240802200040011100630010859028	,	,,
2024-08-02 17:49:44,账户存取,中国工商银行,/,提现-实时提现,不计收支,2300.00,余额,交易成功,20240802200040011100630010838234	,1ad502b31ae24f58d544454ffe060791	,,
2024-08-02 17:47:20,转账红包,支付宝小荷包(梁栋的小荷包),/,支付宝小荷包-转出到余额,收入,2300.00,账户余额,交易成功,20240802020070011500630088711272	,2088050296431048|a86bbdc2-0fb5-aff2-f53f-08c940606b38	,,
2024-08-02 07:45:24,餐饮美食,大连腾飞软件园餐厅,yhm***@acasia.com.cn,百乐汇厨房-扫码付-YY0015001502-240802-00270745(001),支出,11.00,工商银行储蓄卡(1845),交易成功,2024080222001472631445147229	,08980605202710962011637152704547	,,
2024-08-02 07:42:21,投资理财,余额宝,xia***@ccbfund.cn,转账收款到余额宝,不计收支,1200.00,账户余额,交易成功,20240802019130125000630078523921	,20240802200040011100640004321659	,,
2024-08-02 07:42:15,转账红包,老婆,155******95,转账,收入,1200.00,账户余额,交易成功,20240802200040011100640004321659	,	,,
2024-08-02 07:39:08,酒店旅游,浙江**店,bth***@service.aliyun.com,美豪R酒店(钟楼北火车站北广场店)望长安&middot;观景影院双床房,不计收支,1205.52,余额宝&支付宝小荷包(梁栋的小荷包),交易成功,2024080222001172631445625676	,T710P2244041580450652554	,,
2024-08-02 07:23:40,餐饮美食,美团,zxp***@meituan.com,美团订单-24080211100300001307247959992549,支出,240.00,工商银行储蓄卡(1845),交易关闭,2024080222001472631448541097	,20240802072333U19869737739837977	,,
2024-08-01 12:43:58,充值缴费,国网汇通金财（北京）信息科技有限公司,cui***@sgec.sgcc.com.cn,网上国网,支出,99.98,工商银行储蓄卡(1845)&支付宝随机立减,交易成功,2024080122001472631445708525	,202408010103839978	,,
2024-08-01 10:19:37,转账红包,支付宝小荷包(梁栋的小荷包),/,支付宝小荷包-自动攒,支出,1500.00,工商银行储蓄卡(1845),交易成功,20240801020070011500630079990926	,2024061100424002040004001295607620240801090000	,,
2024-08-01 07:14:51,餐饮美食,大连腾飞软件园餐厅,yhm***@acasia.com.cn,百乐汇厨房-扫码付-YY0015001501-240801-00310714(001),支出,11.00,工商银行储蓄卡(1845),交易成功,2024080122001472631440000657	,08980605202710961271484968847384	,,
2024-07-31 13:19:17,餐饮美食,美团,zxp***@meituan.com,美团订单-24073111100300001306961168703549,不计收支,7.90,亲情卡(老婆(刘丞)),交易成功,2024073122001472631441154285	,20240731131907U67209321636304267	,,
2024-07-31 11:59:44,餐饮美食,鹏成餐饮管理,/,鱼跃鸡公煲,不计收支,18.00,亲情卡(老婆(刘丞)),交易成功,2024073122001472631440647647	,391266000048290000J2024073111594402814653332452N	,,
2024-07-31 08:26:17,餐饮美食,家和生鲜超市,167******67,收钱码收款,不计收支,13.00,亲情卡(老婆(刘丞)),交易成功,2024073122001472631438905110	,47223855776612733972639	,,
2024-07-30 18:36:19,医疗健康,大连夏日药房（个人独资）,/,医保支付(不含自费),支出,0.00,,支付成功,20240730726392184850	,210200180886928	,,
2024-07-30 15:34:23,餐饮美食,美团,zxp***@meituan.com,美团订单-24073011100300001306816202053549,不计收支,7.90,支付宝小荷包(梁栋的小荷包),交易成功,2024073022001472631435570525	,20240730153415U83342841979333569	,,
2024-07-30 11:59:32,餐饮美食,鹏成餐饮管理,/,鱼跃鸡公煲,不计收支,18.00,亲情卡(老婆(刘丞)),交易成功,2024073022001472631435246074	,091266000048290000J2024073011593202594001613616N	,,
2024-07-30 07:30:55,餐饮美食,大连腾飞软件园餐厅,yhm***@acasia.com.cn,百乐汇厨房-扫码付-YY0015001501-240730-00990730(001),支出,11.00,余额宝,交易成功,2024073022001472631431392600	,08980605202710959830019520587859	,,
2024-07-29 12:04:40,餐饮美食,悦来家常菜,139******91,收钱码收款,支出,16.00,工商银行储蓄卡(1845),交易成功,2024072922001472631429013681	,17222258798612733972639	,,
2024-07-29 11:34:50,投资理财,余额宝,xia***@ccbfund.cn,余额宝-自动转入,不计收支,15.25,账户余额,交易成功,20240729019130101000630073960588	,20240729009130501000630092495269	,,
2024-07-28 17:03:46,日用百货,望月圆超市,/,望月圆生活超市-2024072817035237683092152469,支出,22.40,账户余额,交易成功,2024072822001472631425439644	,7812660000489000001000732531524210	,,
2024-07-28 14:53:32,日用百货,高新区鑫亿嘉优选便利超市,/,亿嘉优选仓储超市,支出,44.50,账户余额,交易成功,2024072822001472631427043106	,16126600004823000003222407285361248908994	,,
2024-07-28 14:44:52,投资理财,梁栋,xia***@ccbfund.cn,余额宝-转出到余额,不计收支,32.15,余额,交易成功,20240728009130200010630032369040	,LC2024072814445220886127339726393207	,,
2024-07-28 14:43:56,转账红包,支付宝小荷包(梁栋的小荷包),/,支付宝小荷包-转出到余额,收入,50.00,账户余额,交易成功,20240728020070011500630058867523	,2088050296431048|189a6afa-296f-983d-109d-ecce650715ca	,,
2024-07-28 11:34:22,投资理财,余额宝,xia***@ccbfund.cn,余额宝-自动转入,不计收支,31.00,账户余额,交易成功,20240728019130101000630073106997	,20240728009130501000630091878974	,,
2024-07-27 11:08:47,餐饮美食,汉堡王(天地软件园餐厅),fin***@bkchina.cn,BK27499门店_新支付宝小程序点餐,不计收支,39.89,亲情卡(老婆(刘丞)),交易成功,2024072722001472631418963917	,3124072711327346281165	,,
2024-07-27 11:07:24,餐饮美食,高新区肘子叔餐饮店,/,高新肘子叔餐饮店,支出,19.00,账户余额,交易成功,2024072722001472631419439573	,16126600004823000003232407274004417109525	,,
2024-07-27 11:06:20,转账红包,支付宝小荷包(梁栋的小荷包),/,支付宝小荷包-转出到余额,收入,50.00,账户余额,交易成功,20240727020070011500630052436750	,2088050296431048|0392db2e-5132-d3bb-d4ea-338c7f614253	,,
2024-07-26 12:02:36,餐饮美食,鹏成餐饮管理,/,鱼跃鸡公煲,不计收支,18.00,亲情卡(老婆(刘丞)),交易成功,2024072622001472631412560462	,001266000048290000J2024072612023602008792056644N	,,
2024-07-26 07:21:58,餐饮美食,美团,zxp***@meituan.com,美团订单-24072611100300001306009239836549,不计收支,7.90,亲情卡(老婆(刘丞)),交易成功,2024072622001472631410326227	,20240726072145U48126634231315202	,,
2024-07-26 07:05:11,餐饮美食,大连腾飞软件园餐厅,yhm***@acasia.com.cn,百乐汇厨房-扫码付-YY0015001501-240726-00140705(001),不计收支,8.50,亲情卡(老婆(刘丞)),交易成功,2024072622001472631409748455	,08980605202710956917966950590561	,,
2024-07-25 12:33:45,日用百货,便利森便利店,823***@qq.com,商品,支出,4.00,工商银行储蓄卡(1845),交易成功,2024072522001472631408234273	,HMDF4AS2203170158471721882024600128	,,
2024-07-25 11:58:10,餐饮美食,鹏成餐饮管理,/,头份便当,不计收支,20.00,亲情卡(老婆(刘丞)),交易成功,2024072522001472631406808442	,711266000048290000J2024072511580902729922630511N	,,
2024-07-25 07:18:04,餐饮美食,大连腾飞软件园餐厅,yhm***@acasia.com.cn,百乐汇厨房-扫码付-YY0015001501-240725-00360717(001),不计收支,9.50,亲情卡(老婆(刘丞)),交易成功,2024072522001472631405258905	,08980605202710956199679338666033	,,
2024-07-25 07:04:47,餐饮美食,美团,zxp***@meituan.com,美团订单-24072511100300001305837965202549,不计收支,7.90,亲情卡(老婆(刘丞)),交易成功,2024072522001472631405463083	,20240725070437U81134391788403275	,,
2024-07-24 14:20:33,餐饮美食,美团,zxp***@meituan.com,美团订单-24072411100300001305740947672549,不计收支,7.90,亲情卡(老婆(刘丞)),交易成功,2024072422001472631404333596	,20240724142023U54174822892507621	,,
2024-07-22 11:57:03,餐饮美食,大连腾飞软件园餐厅,yhm***@acasia.com.cn,C武酱排骨饭段-扫码付-YY0015001511-240722-00541156(001),支出,20.00,工商银行储蓄卡(1845),交易成功,2024072222001472631451762255	,08980605202710954165768534132825	,,
2024-07-22 07:21:02,餐饮美食,大连腾飞软件园餐厅,yhm***@acasia.com.cn,百乐汇厨房-扫码付-YY0015001501-240722-00540720(001),支出,12.00,工商银行储蓄卡(1845),交易成功,2024072222001472631451018812	,08980605202710954026840418174976	,,
